"",ticker,名称,注册地,成立日期,行业,员工人数,公司介绍,港股通,市值(港元),股息率TTM(%),PE,PB
10,00013,和黄医药(中国)有限公司,Cayman Islands 开曼群岛（英属）,2000-12-18,药品及生物科技,1780.0,"和黄医药(中国)有限公司(原名:和黄中国医药科技有限公司)是中国首家专注于全球市场的创新型医药研发企业之一。在过去的20年里,公司建立了具有世界一流的发现和开发能力的全面整合的研发创新平台。自成立以来,公司致力于将自主发现的抗肿瘤候选药物带向全球患者,首三个药物现已在中国上市,其中首个药物亦于美国上市。公司还在中国市场建立了深入的具盈利的商业平台,在中国生产、营销及经销自主研发的创新肿瘤药物,以及处方药和消费保健产品。和黄医药于纳斯达克全球精选市场、香港交易所以及伦敦证交所的AIM市场上市(纳斯达克/伦敦证交所:HCM;香港交易所:13)。",True,2.030779e+10,NaN,5.544506,2.104898
11,00014,希慎兴业有限公司,中国香港特别行政区,1970-10-20,地产,493.0,"希慎兴业有限公司拥有约450万平方尺的写字楼、商铺及住宅楼面,主要集中于铜锣湾利园区内,并以其经营得宜的核心业务,包括物业投资、管理及发展而闻名。从事物业投资之外,公司亦致力成为持份者值得信赖的伙伴,为员工、居民、租户及写字楼上班族提供便利,并共同建设一个活力社区。",True,2.284066e+10,4.856115,-72.052564,0.350419
12,00016,新鸿基地产发展有限公司,中国香港特别行政区,1972-07-14,地产,38000.0,"新鸿基地产发展有限公司(新鸿基地产)于1972年上市,是香港最大的地产发展公司之一,致力兴建优质住宅,拥有庞大的商场和办公楼网络,及酒店项目,同时持有可观的土地储备,以配合集团未来持续发展。凭借优越品质和“以心建家”的精神,新鸿基地产多年来一直深得市场肯定和顾客的信任。",True,3.903310e+11,2.783964,20.248535,0.631756
13,00017,新世界发展有限公司,中国香港特别行政区,1970-05-29,地产,10000.0,"新世界发展有限公司(‘集团’;香港股份代号:00017)成立于1970年,并于1972年在香港上市,为香港恒生指数成份股之一。作为一个散发着独特个性的品牌,集团的主要业务包括物业发展、物业投资及投资及/或经营公路、建筑、保险、酒店及其他策略性业务,业务遍布大中华,特别是在粤港澳大湾区。截至2022年12月31日,集团资产总值合共约6,219亿港元。集团旗下两间上市公司,分别为新创建集团有限公司及新世界百货中国有限公司,并全资拥有新世界中国地产有限公司。本集团对国家的发展充满信心,一直积极寻找发展机会,目前在中国内地的发展项目遍布逾21个地区。集团致力实现可持续发展,并在日常运作当中,于盈利、人文和环境之间取得平衡。公司在为投资者提供合理回报的同时,竭力照顾环境及社会的需要,肩负社会企业责任。The Artisanal Movement是新世界品牌个性的最佳定义,是一种生活信念,承载着公司对于文化的希冀。当时代越趋电子化,人文的细腻、情感与温度更显珍贵。透过Collect. Connect. Collide,公司孵化世界各地的美好想法,让大家在感受之间,唤醒一直都在的匠心。随着公司的业务与社会一同发展,如今,公司为这文化愿景带来一个崭新的目标–为社会上不同的持份者创造共享价值,与社会同创共赢。公司相信以商业和创新的力量,可回馈社会,并透过聚焦于三大核心–文化与创意,可持续发展和社会创新,让业务成功与社会进步紧扣一起。we create, we are artisans, we are CSV.",True,2.740614e+10,NaN,-1.681203,0.167401
14,00018,东方企控集团有限公司,中国香港特别行政区,1969-01-14,媒体及娱乐,734.0,"东方企控集团有限公司是香港最重要的报业集团,拥有《东方日报》、《太阳报》和集团旗舰网站 《on.cc东网》。《东方日报》于1969年创刊,至1976年开始成为香港销量最高和读者人数最多的报纸。《太阳报》于1999年创刊,销量和读者人数紧贴《东方日报》,以年轻读者为主要对象。除传统报章外,集团亦锐意开拓多元化业务,发展电视、互联网及手机等,致力于开发一个跨越时空的互联网电子信息平台,突破地域和平面媒体的局限,跨时空、传资讯。此外,集团正努力以物业投资作为传媒业以外的另一主要业务。",False,7.313650e+08,3.278689,25.555224,0.444722
15,00019,太古股份有限公司A,中国香港特别行政区,1940-03-12,综合企业,47726.0,"太古股份有限公司A是基地设于香港的国际综合企业,其多元化的业务在市场拥有领先地位。公司在大中华区历史悠久,‘太古’的名字在这地区享誉超过一百五十年。公司的目标是透过长远地创造理想的权益回报以实现股东价值持续增长,及维持一般股息持续增长以将价值回馈股东。公司的策略是以大中华区及东南亚为业务重心,致力在该等地区发展地产、饮料及航空核心部门。公司正在医疗保健等新的领域开拓业务。",True,6.208534e+10,4.265997,50.806337,0.240749
16,00020,商汤集团股份有限公司,Cayman Islands 开曼群岛（英属）,2014-10-15,软件服务,3206.0,"商汤集团股份有限公司作为人工智能软件公司,商汤科技以“坚持原创,让AI引领人类进步”为使命,“以人工智能实现物理世界和数字世界的连接,促进社会生产力可持续发展,并为人们带来更好的虚实结合生活体验”为愿景,旨在持续引领人工智能前沿研究,持续打造更具拓展性更普惠的人工智能软件平台,推动经济、社会和人类的发展,并持续吸引及培养顶尖人才,共同塑造未来。商汤科技拥有深厚的学术积累,并长期投入于原创技术研究,不断增强行业领先的全栈式人工智能能力,涵盖感知智能、决策智能、智能内容生成和智能内容增强等关键技术领域,同时包含AI芯片、AI传感器及AI算力基础设施在内的关键能力。此外,商汤前瞻性打造新型人工智能基础设施——SenseCore商汤AI大装置,打通算力、算法和平台,大幅降低人工智能生产要素价格,实现高效率、低成本、规模化的AI创新和落地,进而打通商业价值闭环,解决长尾应用问题,推动人工智能进入工业化发展阶段。商汤科技业务涵盖智慧商业、智慧城市、智慧生活、智能汽车四大板块,相关产品与解决方案深受客户与合作伙伴好评。商汤倡导“发展”的人工智能伦理观,并积极参与有关数据安全、隐私保护、人工智能伦理道德和可持续人工智能的行业、国家及国际标准的制订。截至2021年6月30日,商汤参与了80多个行业、国家及国际标准的制订,与多个国内及多边机构就人工智能的可持续及伦理发展开展了密切合作。商汤《AI可持续发展道德准则》被联合国人工智能战略资源指南选录,并于2021年6月发表,是亚洲唯一获此殊荣的人工智能公司。目前,商汤(股票代码:0020.HK)已于香港交易所主板挂牌上市。商汤在香港、上海、北京、深圳、成都、杭州、南平、青岛、三亚、西安、台北、澳门、京都、东京、新加坡、利雅得、阿布扎比、迪拜、吉隆坡、首尔等地设立办公室。另外,商汤科技在泰国、印度尼西亚、菲律宾等国家均有业务。",True,1.067195e+11,NaN,-30.071150,4.368425
17,00021,大中华控股(香港)有限公司,中国香港特别行政区,1954-01-27,地产,74.0,"大中华控股(香港)有限公司主要股东为大中华国际投资(集团)有限公司董事会主席黄世再先生及大中华控股行政总裁黄文稀女士。\r\n公司于2022年7月更名‘大中华控股(香港)有限公司’以“建立大中华华人世界:框架亚洲,建设世界,建立美好的家园”为愿景,服务大中华。\r\n借着大股东的支持及自身优质资源的发展,大中华控股目前拥有数个物业发展及投资项目。集团现已启动的项目包括位于广东省汕尾市的金丽湾度假村、广东省惠州市的东方新天地大厦及河北省唐山市唐海县曹妃甸的综合体项目,其中东方新天地大厦乃2012年获集团主席黄世再先生注入之商住项目。\r\n在专注发展现有优质项目的同时,大中华控股亦继续积极发掘其他具潜力的房地产投资项目。未来集团将寻找不同地域的发展机会,走国际化之路,并建立大中华华人世界,令香港、中国、亚洲甚至世界各地有华人的地方,都有大中华的房子,为华人建设温馨的家。",False,3.736719e+08,NaN,-10.799143,0.461855
18,00022,茂盛控股有限公司,Bermuda 百慕大,1992-03-25,建筑,21.0,"茂盛控股有限公司业务简介:集团主要业务包括物业投资、酒店业务及投资控股业务。全年业绩:本集团于截至二零一八年三月三十一日止年度之营业额约62,000,000港元,主要为酒店业务产生之营业额,较去年之营业额约85,000,000港元减少27%。本集团于截至二零一八年三月三十一日止年度录得本公司拥有人应占亏损约110,000港元,而截至二零一七年三月三十一日止年度之本公司拥有人应占亏损约520,000港元。本年度亏损及全面收益总额主要由于酒店业务营业额减少所致。营运回顾:本集团经营永伦800酒店(前称盛逸酒店),该酒店位于青衣,设立800间房间,于回顾年度之平均入住率约为99%。由于二零一七年四月至二零一七年十二月平均房价下跌,导致全年收入与去年比较下跌。集团透过密切监察市况和迅速作出价格调整,迎接每一项挑战。前景:展望未来,香港酒店业受旅客及中国自由行旅客增加而稳定。新酒店供应房间增加、具竞争力之房价及入住率均继续影响香港酒店业。酒店业市场的营商环境将面对不少挑战。尽管如此,集团经验丰富的管理团队有信心面对各项挑战。集团的经常性业务将可持续为公司带来稳定收入,加上集团的财务状况稳健,希望为股东带来理想的增长和可持续的回报。",False,3.814792e+08,124.226804,1.060985,1.471427
19,00023,东亚银行有限公司,中国香港特别行政区,1918-11-14,银行,7861.0,"东亚银行有限公司(‘东亚银行’)成立于1918年,为一家具领导地位的香港金融服务集团。于2023年12月31日的综合资产总额达港币8,604亿元(1,101亿美元)。本行一直致力服务大中华及其他地区的客户,提供全面的批发银行、个人银行、财富管理和投资服务,以满足客户的理财所需。本行为香港拥有最大零售网络的银行之一,分行提供全面的服务,并设有专为高端客户而设的显卓理财中心和显卓私人理财中心。此外,本行亦于不同地区设立i-理财中心,为客户提供更长的营业时间及便捷创新的服务。",False,4.017615e+10,5.062459,11.475622,0.381413
20,00025,其士国际集团有限公司,Bermuda 百慕大,1989-11-07,综合企业,3400.0,"其士国际集团有限公司于1970年由已故周亦卿博士创立,其士集团的控股公司一其士国际集团有限公司于香港联合交易所上市。由最初的十人公司,集团现已发展为一间多元化的跨国企业。其士集团在全球拥有超过8000名全职员工,遍布香港、澳门、中国内地、新加坡、泰国、越南、澳洲、加拿大、美国及英国。集团的多元化业务范围包括建筑及机械工程、物业投资、物业发展及营运、保健护理投资和汽车代理。集团的专业建筑及工程团队,能为各类建筑及工程项目提供一站式服务。多元化的业务背景,为集团创造了竞争优势。公司透过人才培育、技术投资以及坚守对企业管治标准及可持续商业模式的承诺,确保集团业务在瞬息万变的环境中可持续发展。其士的非凡成就源自其价值观:追求卓越、坚守诚信、关爱员工、促进可持续创新,以及维持业务多元化。公司致力建设社区,透过以优质、高效率及高增值的服务及产品满足不同客户所需及期望,提升生活环境质素;同时成为客户最值得信赖的商业伙伴,共同建设更美好及可持续的未来。",False,1.280391e+09,3.764706,-3.967067,0.134908
21,00026,中华汽车有限公司,中国香港特别行政区,1933-04-28,地产,19.0,"中华汽车有限公司于1933年4月28日初始成立以提供香港岛的专营巴士服务。公司在90年代,已成功由一家运输公司蜕变为一家物业发展及投资集团。集团承诺持续履行为社会提供优质物业和服务,为利益相关者创造价值的使命。",False,2.708609e+09,11.853088,-14.680492,0.397974
22,00027,银河娱乐集团有限公司,中国香港特别行政区,1987-05-19,旅游及消闲设施,21300.0,"银河娱乐集团有限公司是亚洲地区其中一所最具规模的综合娱乐渡假发展及营运公司,为恒生指数成份股之一。集团主要在澳门经营娱乐场幸运博彩或其它形式的博彩,提供酒店及有关服务;以及在香港、澳门及中国内地生产、销售及分销建筑材料。集团旗舰物业星际酒店及娱乐场为顾客提供集活动、休闲及家庭娱乐于一身的多元化设施。",True,1.886577e+11,2.785515,19.626835,2.370197
23,00028,天安中国投资有限公司,中国香港特别行政区,1986-10-24,地产,3900.0,"天安中国投资有限公司为一间投资控股公司,自一九八六年于香港成立,联同其附属公司,联营公司及合营企业一直投资于中华人民共和国。本集团于一九八七年于香港联合交易所上市,为首批中国概念的上市公司。\r\n本集团主要经营范围包括:在中国内地开发住宅、别墅、办公楼及商用物业,物业投资及物业管理,以及在香港之物业投资及物业管理。",False,6.685277e+09,2.192982,3.245808,0.230935
24,00029,达力集团有限公司,Bermuda 百慕大,1992,地产,60.0,"达力集团有限公司(「本公司」,连同其附属公司,统称「达力集团」)于一九九二年成立并于香港联合交易所有限公司之主板上市(香港联合交易所股份代号:29)。达力集团为一家在中国内地优质之房地产集团,专攻高档住宅、商业及商场之物业投资及发展项目。在地理上,达力集团主力于核心经济区之重点城市,例如北京、上海及深圳。",False,2.828674e+09,0.084034,-45.190814,0.387738
25,00030,云白国际有限公司,Bermuda 百慕大,1991-12-03,其他医疗保健,35.0,"云白国际有限公司成立于1971年,1991年在香港联交所上市。2022年,云南白药集团股份有限公司成为云白国际有限公司控股股东,公司开启转型发展过程。\n云白国际有限公司立足香港,对接中国内地优质产业资源,连通广阔海外市场,服务国际国内客户,是一个新型国际化业务发展综合平台。公司围绕大健康开展布局,业务涵盖跨境电商、贸易、专业服务及健康产业等领域。\n云白国际有限公司总部位于香港,在全球多地拥有运营主体并开展全球化运营,包括亚洲、美洲、EMEA(欧洲、中东以及非洲)地区。云白国际有限公司专注于开发、营销和推广健康产品及服务,覆盖保健品、药品、功能性食品,以及化妆品等。\n主要业务:\n1.跨境电商:聚焦在国内和国际跨境电商平台,采取多平台和多合作伙伴战略,利用分公司不同地方国家一国一策特色,在贸易和电商市场进行产品溯源和市场拓展,然后通过不同平台进行销售。\n2.贸易:依托云南白药及其合作伙伴在中国的网络及资源,充分运用香港自由贸易的政策优势,以及云白国际有限公司所搭建的全球销售网络,云白国际有限公司通过优质的品牌和产品建立具有竞争力的贸易及电子商务平台。\n3.专业服务:利用万云白国际平台优势,为国内医药企业提供国际资源整合,包括全球供应链服务、CRO机构对接、行业专家服务、全球注册等。云白国际有限公司协助其国内合作伙伴将业务拓展到全球市场,其全球的网络及资源确保云白国际有限公司能够满足不同发展阶段的企业的不同需求。\n4.健康产业:云白国际有限公司充分利用全球资源,布局国际大健康产品开发、产品分销平台和产品销售渠道搭建。云白国际有限公司立足香港,与全球合作伙伴密切合作,向亚洲各个国家和地区提供优质的健康产品及服务。云白国际有限公司通过为来自世界各地的医药及保健品公司/品牌在亚洲市场提供代理服务、搭建分销渠道、提供产品注册服务、进行市场调研及分析,全力为亚洲市场提供全方位的健康产业服务,并帮助合作伙伴在不同地区开拓市场、发展业务。\n云白国际有限公司关注国家发展战略,在粤港澳大湾区建设中把握健康产业发展机遇,积极参与医药健康产业投资和国际国内市场开拓,履行社会责任,在大健康潮流中实现业务转型,在服务产业发展的同时努力促进产业升级,为股东、员工、合作伙伴、社会创造新的价值。\n在后疫情时代,云白国际有限公司将专注于大健康行业,在健康产业持续投入和耕耘,通过专业的技术能力,供应安全有效的产品,为客户提供健康解决方案。在与海内外优秀业务合作伙伴的合作中,互相尊重,互利共赢,宣传引领更为健康的生活方式和可持续的业务发展模式,共同成长和发展。",False,2.165976e+09,NaN,113.489955,6.099748
26,00031,中国航天国际控股有限公司,中国香港特别行政区,1975-07-25,工业工程,7766.0,"中国航天国际控股有限公司 ( 航天控股 ) 是中国航天科技集团公司 ( 中国航天 ) 在香港的上市公司 ( 股份代号:31 )。中国航天作为航天控股的大股东,是中国进行空间技术和产品 ( 航天器、运载火箭、卫星等 ) 的开发、研究、生产和商用的企业,拥有雄厚的专业人才资源和技术力量优势。 为配合集团新的发展战略和发展方向,本公司已将其中文名称改为「中国航天国际控股有限公司」(股份简称 :「航天控股」)。新名称亦蕴涵了本公司与主要股东中国航天紧密相连的关系和未来在业务上互动发展的深层意义。",False,1.912714e+09,NaN,-28.519869,0.261811
27,00032,港通控股有限公司,中国香港特别行政区,1965-04-26,支援服务,688.0,"港通控股有限公司(「本公司」)是一间於香港注册成立的有限公司,其股份於联交所主板上市(股份代号:32)。本公司业务策略之目的在於为股东创造长远价值及可持续回报。本公司的目标是为股东提供稳定之股息回报,同时保持稳健之资产负债表,以寻未来的投资机会。",False,3.078405e+09,5.084746,4.285108,0.389299
28,00033,International Genius Company,Cayman Islands 开曼群岛（英属）,2007-03-20,家庭电器及用品,22.0,"International Genius Company是以科技为基础的金融集团,2010年在华尔街创立了核心的量化交易系统。名誉主席吴宇博士于2019年成功收购International Genius Company(联交所股份代号00033.hk)。IGC全资子公司分别持有香港证监会发出的牌照:安山资产管理有限公司(第4类(就证券提供意见)及第9类(提供资产管理))及亚投证券有限公司(第1类(证券交易)、第2类(期货交易)、第5类(就期货合约提供意见))。",False,2.232980e+08,NaN,-14.432397,0.320503
29,00034,九龙建业有限公司,中国香港特别行政区,1961-01-24,地产,2214.0,"九龙建业有限公司(「九建」)(股份代号︰34)为保利达集团成员,於一九六一年一月二十四日成立,并於一九九五年七月四日在香港联合交易所有限公司主板上市。本公司自成立以来一直致力经营物业投资及投资控股业务,而早年地产业务主要集中於香港。保利达集团於二零零二年入主本公司并大幅扩濶业务范围。集团一直在大中华地区三个主要物业市场,即香港、澳门及中国大陆,奉行三线发展策略。过去十年,集团以相对具竞争力的成本,在三地市场建立起具规模且优质之土地储备,於二零一七年六月三十日,集团之应占楼面面积约4,500,000平方米。",False,6.491844e+09,4.426559,51.211644,0.370171
30,00035,远东发展有限公司,Cayman Islands 开曼群岛（英属）,1972-08-18,地产,4200.0,"远东发展有限公司是一家从事物业业务的香港投资控股公司。是领先的本地集团,致力发展地产、酒店、停车场及博彩娱乐业务,足迹遍及中国内地、香港、马来西亚、新加坡、澳洲、新西兰、英国及欧洲大陆。1972年,集团在香港联合交易所有限公司上市,并于亚洲及太平洋区域营运超过四十载,成为本地最佳房地产发展商之一。亚洲中产市场发展蓬勃,日渐富裕;远东发展凭借专业知识与地区经验,专注提供优质住宅及小区,迎合市场需要,以多元化业务将集团拓展为顶尖房地产发展商。",False,2.722546e+09,NaN,-1.822765,0.284552
31,00036,远东控股国际有限公司,中国香港特别行政区,1972-11-28,地产,8.0,"远东控股国际有限公司(香港联合交易所股票编号:0036)为着名的邱德根家族旗下的企业集团,早于1973年于香港联合交易所主板上市。作为投资控股公司,旗下附属公司及联营公司活跃于不同地区,从事不同的业务范畴,包括信息科技、媒体、制造及金融服务。集团目标为体现投资组合内的公司、其管理团队及员工的潜力,以为股东争取理想回报。集团理解股东透过投资获取利润的期望,而集团亦抱着相同信念,在致力争取理想回报之余,同时亦把在商业周期各个阶段的资本损失风险减至最低。",False,8.985228e+07,NaN,-1.045694,1.557448
32,00037,远东酒店实业有限公司,中国香港特别行政区,1978-10-20,旅游及消闲设施,40.0,远东酒店实业有限公司是一家主要从事酒店运营香港投资控股公司。其业务包括酒店运营、物业投资及发展以及证券买卖。该公司通过五大分部运营:香港酒店运营分部、中国服务式物业出租分部、香港物业投资分部、海外物业投资分部及证券投资及买卖分部。该公司旗下物业包括帝景峰15号1楼及2楼和位于香港新界元朗的土地等。,False,3.913155e+08,NaN,-19.101163,1.336603
33,00038,第一拖拉机股份有限公司,中国,1998-12-28,工业工程,6918.0,"第一拖拉机股份有限公司前身第一拖拉机制造厂,创建于1955年,是我国“一五”期间兴建的156个国家重点项目之一,是中国农机行业的特大型企业。1997年,中国一拖集团有限公司将与拖拉机相关的业务、资产、负债、人员重组后进行股份制改造,依法设立了第一拖拉机股份有限公司,并在境外发行H股股票,于同年6月23日在香港上市。2012年8月8日,一拖股份在上交所挂牌交易,公司成为中国农机行业拥有“A+H”股资本平台的上市公司。公司荣获国家质量管理先进企业,已通过质量管理体系ISO9001、环境管理体系ISO14001、职业健康安全管理体系OHSAS18001等体系认证。公司拥有强大的锻件、机械加工、装配和测试的全套生产能力,流水生产线近百条,公司主导产品涵盖“东方红”系列履带拖拉机、轮式拖拉机、柴油机等多个品类。公司凭借产品优势、技术优势一直保持着大轮拖、非道路动力机械产品国内市场前列,并成功销往全球140多个国家和地区,为中国农机工业、农业机械化和乡村振兴做出了突出的贡献。“十四五”期间,公司坚持以习近平新时代中国特色社会主义思想为指导,按照“创新驱动、优化结构、深耕市场、抢占高端”的战略发展思路,推动企业实现高质量发展;通过打造“一基地三平台”,使公司成为中国第一、世界一流的农机企业,成为卓越的农业装备制造服务商。",True,1.096678e+10,4.088115,12.695789,1.277019
34,00039,中国北大荒产业集团控股有限公司,Cayman Islands 开曼群岛（英属）,2000-11-30,消费者主要零售商,92.0,"中国北大荒产业集团控股有限公司主要于国内从事销售,分销酒类及绿色食品业。",False,6.751561e+08,NaN,-2.466342,2.642210
35,00040,金山科技工业有限公司,中国香港特别行政区,1977-06-30,家庭电器及用品,6350.0,"金山科技工业有限公司作为电池制造商,公司一直坚信创新是推动社会进步的源动力,并肩负激发人类进步的重任。金山科技工业有限公司自1984年在香港上市,凭借GP工业端对端的业务优势,集团不断蜕变拓展,主要产品类别如‘GP超霸’电池、‘GP绿再’充电池、‘KEF’高级扬声器和‘Celestion’专业扬声器,已成为业内着名品牌,销售遍布全球多地。公司亦透过GP能源科技,以镍基技术为重点,致力研发创新充电池技术及企业对企业(B2B)储能方案。优秀人才和团队合作是公司成长发展的核心。公司关顾团队成员,鼓励协作,以推动可持续发展,并追求质量、卓越和创新。公司通过维持高度的创意、动力和应变力,令业务不断向前迈进。公司的电池能源科技、声学专业和全球网络,造就公司成为家喻户晓的品牌,每天为数以百万人带来方便与喜悦的体验。金山科技集团通过规模化的日常解决方案,燃点未来。",False,6.678412e+08,3.783784,16.499276,0.643353
